Index,Comment,Label
1088,máy nước nóng xài êm,1
1089,"sản phẩm sử dụng tốt. theo dõi thêm thời gian nữa xem sao. nhân viên nhiệt tình, vui vẻ!",2
1091,khá tốt,2
1092,"tôi đã sử dụng nhiều loại máy nước nóng, riêng ferroli là tôi tin tưởng nhất vì an toàn, bền và mẫu mã đẹp ưa nhìn.",2
1093,máy sử dụng tốt,2
1094,sd ok,2
1095,"máy xài ok, bảo hành 3 năm yên tâm sử dụng",2
1096,sp tốt ạ,2
1097,mới 1 tuần mà van khóa nước rớt ngàm. gắn lại thì vẫn rớt ra.,1
1098,"chất lượng được, ngoại hình ok. để dùng time xem sao",2
1099,nhan vien giao nhan lap dat rat de thuong,1
1100,trong tầm giá nên sử dụng. về lâu dài phải xem như thế nào!,1
1101,ok tốt,2
1102,quá ok luôn,2
1103,tốt ạ,2
1105,xài ok êm nóng nhanh,2
1106,"sản phẩm dùng ổn, giá phù hợp",2
1107,sản phẩm tốt trong tầm giá.,2
1108,tốt theo tầm giá. tăng áp hơi ồn xíu. nhưng nơi mình áp cao không cần dùng tới nên rất ok,0
1109,mới mua xài thấy ok,2
1110,đã sử dụng. làm nóng hơi lâu giá tiền phù hợp,1
1112,sp khá okii tiền nào của nấy,2
1113,sđ rất ok,2
1114,máy nước nóng tôi đang sử dụng rất tốt ah,2
1116,"ok, tốt",2
1119,"xài mới vài ngày thấy tốt, nhưng dùng lâu thì chưa biết",2
1120,dể xử dụng,1
1121,"máy có bơm tăng áp nhưng không mạnh, chỉ hơn không bơm 1 chút",0
1122,rất tuyệt vời ạ,2
1123,máy sài ok,2
1126,sản phẩm tốt. nhân viên lắp đặt nhiệt tình,2
1127,thích chế độ máy bơm độc lập,2
1128,máy trợ lực mà không có miếng trợ lực nào nước yếu quá,0
1129,dùng ok,2
1131,bơm hơi ồn,1
1133,sảm phẩm tốt,2
1136,ok lắm,2
1137,sao nói bảo hành thêm 1 năm,1
1138,"máy dễ sử dụng, lắp ráp nhanh, nóng nhanh, mua cái này là cái thứ 2 rồi!",1
1139,quá ok,2
1140,sản phẩm tốt,2
1141,thời gian,1
1142,ok nha,2
1143,"máy đẹp, dễ sử dụng, chất lượng thì chờ thời gian.",2
1144,sản phẩm ok. để sài thài gian xem như thế nào,2
1146,rất tốt,2
1147,làm nóng lâu. để max chế độ nóng mà nước ra cũng bình thường không nóng lắm. nói chung so tầm giá thì chấp nhận được.,0
1148,"cảm thấy ok, giá cả phù hợp",2
1149,tốt lắm,2
1150,sản phẩm sài rất ok,2
1151,máy sử dụng rất tốt chỉ là tiếng của máy bơm hơi to quá,2
1152,sp tốt,2
1153,sản phẩm tốt,2
1154,mới sd 1tuần thấy ok,2
1155,dùng ok,2
1156,máy ok. tặng 1 năm bảo hành là 3 năm.,2
1157,"đã mua lần thứ 2, sản phẩm sử dụng khá tốt nhân viên tư vấn, nhân viên lắp đặt rất nhiệt tình hỗ trợ tư vấn, hướng dẫn sử dụng, giải đáp thắc mắc tận tình",2
1158,máy ok,2
1159,"khuyết điểm vòi sen chỉ có 2 chế độ phun, vòi nhìn hơi mỏng manh. kiểu dáng tạm ổn, không được sang cho lắm. nước ra hơi yếu dù đã có máy bơm trợ lực so với cái máy cũ mình xài. ưu điểm máy bơm không quá ồn, thợ lắp đặt nhiệt tình, nói chuyện lịch sự.",0
1160,hiện tại sài ổn trong tầm giá,2
1161,"ổn, hơi ồn ,chức năng chưa tích hợp thành một",2
1162,quá tào lao sản phẩm tào lao,1
1163,nhân viên lắp ráp phục vụ tận tình,1
1164,nhân viên giao nhanh và tận tình,1
1165,"máy hoạt động không ổn định, lúc nóng lúc không, mới mua chưa được nửa tháng",0
1166,máy xài ổn,2
1168,máy bơm hơi ồn. kỹ thuật lắp không được hài lòng,0
1170,"mẫu mã đẹp, dùng ok",2
1171,máy xài ok nhưng sử dụng tiếng ồn to quá,2
1172,máy có chức năng bơm mà nước vẫn không mạnh,0
1175,"máy này là máy thử 2 mình mua, máy trước mua được 23 năm r, máy xài tốt , có điều hôm trước bầu nóng bị rỉ nước gây sét rờ le nhiệt độ, nên máy tưởng quá nhiệt tự ngắt không, mình tháo ra xử lý lại ok r.",0
1176,"tốt, lắp đặt tốt",2
1177,hàng rất tệ,0
1178,quá tệ,0
1179,"tốt, giao hàng và lắp đặt nhanh",2
1180,hiện tại dùng thì thấy khá ok. dùng được 2 tuần thấy vẫn nóng vẫn tốt mong là bền,2
1182,máy lúc nóng lúc lạnh bật lên rồi mà vẫn không thấy nóng không biết xài kiểu chi,0
1183,"máy sử dụng tốt, rất hài lòng. bản thân mình đã mua và dùng nhiều sản phẩm của điện máy xanh rồi sẽ là bạn đồng hành cùng điện máy xanh",2
1184,sp ok,2
1185,sản phẩm rất ok,2
1187,nhân viên nhiệt tình,2
1188,"máy nhỏ gọn phù hợp với nhà tắm nhỏ, nước yếu cũng sử dụng được.",1
1189,"hình thức máy nhỏ gọn,bắt mắt và chạy rất êm khi bật áp suất",1
1190,máy chạy ồn,1
1191,máy dùng được so với giá,1
1192,xài rất ok,2
1193,"tiếng hơi ồn, khởi động làm nóng chậm",0
1194,rất hài lòng,2
1195,sản phẩm tốt,2
1197,"máy nước nóng bị lỗi lắp đặt sau 4 ngày mua, dù đã được bảo hành nhưng trải nghiệm vậy là không tốt.",0
1198,máy sử dụng tốt,2
1200,"máy tốt, bơm hơi ồn.",2
1201,sài tốt,2
1202,dùng khoảng 1 tuần thấy máy nóng nhanh. do bồn nước nhà thấp nên mua thêm bơm tăng áp . nhân viên lắp đặt chu đáo nhiệt tình. có điều nút vặn chỉnh lưu lượng nước hơi cũ và lõng lẽo. cũng không ảnh hưởng gì. nói chung dùng ổn là ok.,0
1203,"máy nó không được nóng như máy ở nhà đã mua trước 1 cái , nhưng vì trong vòng 7 ngày mà mất 20 phí đổi máy mới nên thui kệ để luôn. bình thường luôn ủng hộ điện máy xanh nhưng lần này thực sự không hài lòng",0
1204,"máy chạy êm,còn bền không chưa bit",0
1205,máy thì xài được ok,2
1206,sản phẩm tốt,2
1207,tốt tiện ích,1
1208,máy bơm áp lực hơi ồn,1
1209,chất lượng tốt mẫu mã đẹp. nhân viên nhiệt tình tv,2
1210,bơm nước rất yếu.,1
1212,máy rất tốt,2
1213,mình đang sd thấy tốt,2
1214,máy mình cũng mới sài ngày đâù tiên thấy sìa rất ok lắm.không biết về lâu dài có ok không nữa,0
1216,sản phẩm tốt.,2
1218,nghe các bạn sài rồi nói máy không ok mình cũng hơi lo. kệ mình mua hai máy luôn. với giá cũng ổn. nhân viên tận tình luôn. máy chạy rất êm. lúc nào có bom trợ lực cũng ồn nhưng không sau miễn chạy tốt là được. các bạn nên chọn giồng máy này,0
1219,mới dùng thấy cũng ổn,2
1220,"dùng rất ok,nhân viên phục vụ tốt,hài lòng",2
1221,"máy gắn lên đẹp,sử dụng tốt.",2
1222,"mới mua tháng 10 năm ngoái, máy tự nhiên không bơm nước lên được , vui lòng hỗ trợ",0
1223,bơm không mạnh hơn là bao cả. sp cơ bản tốt,0
1224,"máy mới xài có mùi hôi hôi của nhựa và mùi điện tử , mình chưa dùng lâu nên không biết mai sau có hết cái mùi đó không nữa . chế độ làm nóng khá ổn, làm nóng từ từ chứ không tăng nhiệt quá ở lúc ban đầu , nên là không sợ bị bỏng",0
1225,máy chạy tốt,2
1226,máy hỏng đã báo bảo hành nay gần 1 tháng. tuy nhiên nhân viên điện máy xanh và cà bên tt bảo hàng cứ hẹn lần hẹn lượt mà chưa bảo hành. rất không hài lòng về cách làm việc của điện máy xanh. bảo hành được hay không thì cứ báo chứ đừng hẹn lần hen lượt. để ng ta mua sp khác sử dụng chứ mà cứ đợi dài cổ thế kia. sau lần này sẽ không bao giờ mua sản phẩm tại điện máy xanh. thật sự rất bức xúc.,0
1227,"mình mua máy này gần 1 năm . bây giờ không lên nguồn , đã báo điện may xanh xử lý . sau khi báo điện máy xanh xong nhận được rất nhiều cuộc gọi từ nhiều số điện thoại khác nhau , nên không biết ai mới chính là nhân viên của hãng hay điện máy xanh . gọi điện cho điện máy xanh 23 ngày rồi củng không thể xác định được tên nhân viên và số điện thoại cảu nhân viên xử lý . lần trước sửa chửa máy giặt củng vậy , sửa chửa xong mới biết người đó không phải của hãng . hy vọng điện máy xanh có biện pháp khắc phục vấn đề này .hiện tại vẫn chưa sửa chửa được .",0
1228,cái bơm trợ lực kêu to như máy cày z à,1
1230,tuyệt vời khi sử dụng tóc độ làm nóng nhanh vòi sen đẹp tiết kiệm điện năng khi sử dụng,2
1231,máy có bơm trợ lực sao nước yếu vậy bồn cao 5m máy có bơm mà yếu như không có vậy là máy bị lỗi đúng không vậy,0
1232,"máy khá tệ, van vặn nước thì ộp ẹt rớt lên rớt xuống. chức năng tự động ngắt khi nóng không được thông minh cho lắm, vặn nút nhiệt độ off rồi vẫn nóng khiến chức năng chặn khi quá nhiệt hoạt động phải xả nước chờ mấy phút để nguội mới dùng tiếp được. mọi người cố gắng thêm vài trăm nghìn lắp loại tốt hơn",0
1233,"nước lên mạnh khi bật bơm, bơm chạy êm, làm nóng nhanh, nhân viên tư vấn và lắp đặt nhiệt tình. hy vọng sẽ dùng được lâu",2
1234,hàng ok hợp với giá tiền mấy anh nhân viên cũng tư vấn nhiệt tình a lắp đặt máy cũng vui vẻ nhiệt tình giúp khách đi dây điện với dây nước cũng ok nữa,2
1235,"rất đẹp , gọn dùng tốt sẽ gioi thieu cho người than dùng sản phâm nhân viên phục vụ tận tình",2
1236,sãn phẩm rất tệ.sài 1 thời gian máy hư.gọi bảo hàng hẹn tới hẹn lui 5 lần vẫn chưa vào bảo hành.khuyên mọi ng không nên mua,0
1237,"nhà nước hơi yếu sợ không dùng được nhưng test thử thì cũng khá okay, nước lên mạnh, nóng nhanh. sử dụng thêm thời gian nữa mới biết bền hay không. anh nhân viên lắp đặt dễ thương, hướng dẫn chi tiết",0
1238,"máy xịn nhà mọi người ,cái vòi inox nhìn sang ghê , nhân viên lắp đặt rất tốt lắp cả nối đất",2
1239,"ferroli 4500w midomsp 4.5s  một sản phẩm nên mua để sử dụng! nhà đã dúng 1 cái ferrolia lâu lắm rồi chắc phải hơn 3 năm mà vẫn tốt. mới đây, mua cái thứ 2 gắn trên lầu do ban đầu chọn beko dùng thử mà kg dùng được nên quay lại em ferroli. các em nhân viên điện máy xanh ở ấp chợ, xã mỹ thạnh, giồng trôm, bến tre rất tuyệt! 5 sao cho sản phẩm và 5 sao cho sự phục vụ!",2
1240,"tôi vừa mua 1 bộ, mẫu mã đẹp, tính năng cơ bản đúng như mô tả, nhân viên tên tiên giao hàng lắp đặt nhanh chóng, cẩn thận như ý. về chất luongj đang trải nghiệm trước khi quyết định mua thêm bộ nữa, bước đầu cho thấy khá ổn, không rò rỉ nước,nhiệt độ nước đạt khá nhanh, bơm chạy êm,tạo tia nước khá mạnh. nhìn chung cảm thấy thích và khá yên tâm khi sử dụng. cảm ơn điện máy xanh, đặc biệt cảm ơn nhân viên giao hàng, lắp đặt. gần như chắc chắn tôi sẽ mua thêm bộ nữa.",0
1241,"máy chạy êm, làm nóng rất nhanh, tiết kiệm điện, phù hợp cho gia đình , sẽ ủng hộ điện máy xanh",1
1242,"khi mua hàng các bạn nên chú ý hỏi kỹ những gì ghi trên bảo hành 1 đổi 1 nha. br điện máy xanh gò vấp đã đổi máy nước nóng mới,cám ơn.",1
1243,bộ phận bảo hành sản phẩm vui lòng liên hệ với mình. máy mình mua tháng 72020 nhưng bắt đầu sử dụng tháng 92020 đến nay thường xuyên bị lỗi về hệ thống điện.,0
1244,máy mới lắp lên là phải trả hàng ngay! br 1. nước quá yếu  yếu hơn nước vòi sen ở nhà đang dùng br 2. bơm trợ quá ồn bật lên như máy chà gạo  dù có bơm trợ lực nước củng vẩng yếu hơn vòi sen đang dùng br 3. nhân viên lắp quá nghiệp dư. br  trả hàng ngay lập tức không thể chấp nhận được.,0
1245,"bơm trợ lực ồn, mấy ngày đầu xài còn nóng, máy xài mấy ngày sau đã hư , nước không nóng",0
1246,lúc không dùng nên để cầu dao điện hay tắt vậy ạ ?? br máy dùng rất ok. nhân viên nhiệt tình. rất hài lòng,0
1247,bơm trợ lực kêu hơi ồn. không biết là do bơm hoạt động nhân viên hay do gì mà kêu hơi to nói chung mình thấy bơm kg được êm,0
1248,"máy chạy tắc hết điện trong nhà. bảo hành dmx lần này đến lần khác, bảo hãng bảo hành cũng không xong. mang đi mang về. trời ơi khổ. hãng còn kêu đi thợ ngoài đi. rồi bây giờ nằm 1 đóng bán rẻ không ai mua.",0
1249,"máy đẹp, các tính năng như giới thiệu, giá cả phù hợp. vòi sen kèm máy đẹp. mình mua và sử dụng được gần tháng nay, thấy máy hoạt động ổn định, làm nóng nhanh. bơm trợ lực chạy êm.",2
1250,"sài ổn định. tốt có điều hơi nhỏ so với gia đình mình, nói chung là đạt yêu cầu",2
1251,máy êm,1
1252,ok tot,2
1253,có máy ép nào mà vừa e vừa tự lọc sác như vậy không máy mới mua tệ quá tệ,0
1254,"máy ép nước không được trong, còn lợn cợn nhiều quá",0
1255,tuyệt vời,2
1256,không tháo dỡ được cái vòng xoay phải bê cả cái máy đi giữa hơi bất tiện,0
1257,ngon lành,1
1258,máy chạy êm,1
1259,dễ sử dụng. rất êm . hơi nhỏ nhưng chịu khó ép nhiều thì thay phiên đổ. nói chung là ok lắm,2
1261,máy tốtchính hảng nên mua,2
1262,rất tốt,2
1263,"máy chạy êm, loại bỏ được chất sơ không cần thiết.",0
1265,"máy rất tốt, giá hợp lý",2
1266,máy sử dụng tốt ok lắm,2
1267,rât hai long,1
1268,sản phẩm tốt,2
1269,"máy dùng tốt, sẽ giới thiệu cho nhiều người hơn nữa",2
1270,xài ok,2
1271,tuy máy mạnh nhưng khi ép lấy nước mà bã ra chung với nước..nước ép có bợn bợn ...uống gợn gợn rất khó chịu,2
1272,sản phẩm ok,2
1273,máy dùng rất okdễ rửa nói chung là tốt,2
1274,"theo cảm nhận là sản phẩm cũng được nha mọi người mua về sài thử luôn, máy ép kêu hơi to mà thôi kệ ép ra nước cộng ít xác nhuyễn thôi uống cũng được như sinh tố loãng, máy mạnh vệ sinh dễ dàng còn tặng thêm ly tuyệt vời với mức giá mình đã mua, ok nên mua mn nha",2
1276,cam ơn cong ty,1
1277,máy xài ok rất tốt,2
1278,"dùng rất ok,tháo lắp vệ sinh dễ dàng",2
1279,ép 80 còn 20 vẫn nằm ở bã,1
1280,"tầm giá này máy ép khá tốt, mà mình thấy hơi bọt, vệ sinh cực xíu ah",2
1282,nên gửi hướng dẫn sử dụng bằng tiếng việt,1
1283,sản phẩm tốt,2
1284,hài lòng,2
1285,mới mua được 1 ngày có thể đổi máy khác không,0
1286,khá ổn,2
1287,máy mạnh đẹp mà cứ 1 tháng đi sữa 1 lần,2
1288,máy rất tốt..,2
1289,"máy mạnh và rất tiện, nên mua",1
1290,máy sd rất tốt,2
1291,"máy này dùng cho gia đình thì ok nha mn. mình mua máy có 990k, ở điện máy xanh. với giá tiền như vậy thì mình thấy hợp lí với chất lượng. nếu mn đòi hỏi quá cao thì nên mua máy nhiều tiền hơn nhé.",2
1292,máy xài quá ok ah.,2
1293,ép lấy nước cốt mà bã ra theo,1
1294,xài rất ok nên mua,2
1295,"ép dở chưa từng thấy ,phí tiền",0
1296,dùng tốt cho gia đình,2
1297,"10đ so với giá nhé. mọi người nên mua, sử dụng gia đình xay ít ok",2
1298,cam thấy rất ok ngày nào cũng có 1 ly nước ep uống,2
1299,sản phẩm dùng ok,2
1300,rất tốt,2
1301,rất hài lòng,2
1302,rất tốt sử dụng ok,2
1305,ổn ạ,2
1306,máy ép nhanh và mạnh,1
1307,ok ạ,2
1308,phục vụ tốt nhưng sp thì bình thường,2
1309,chất lượng tuyệt vời tiếp tục ủng hộ shop,2
1310,"máy ép khoẻ,mình rất hài lòng",2
1311,"máy tạm ổn, khay đựng bã quá nhỏ, ép được 70 nước, ép được vài ly thì cặn trôi xuống nước nhiều, bã nó không xuống khay trữ mà cứ bị dính lên thành trên nên phải tháo ra đổ suốtđược mỗi cái ép khỏe",0
1313,"máy ép chỉ ép được 70, và không ép củ cứng như cà rốt or ổi sẽ bị rầy rầy và phải tắt gỡ ra và lắp lại",0
1314,sp tốt,2
1315,máy dùng ok .,2
1316,rất tốt,2
1317,"máy mạnh, ép được rau củ cứng, nhưng bả còn quá nhiều nước, chỉ ép được 50 nước, hơi thất vọng.",2
1318,xài ok lắm,2
1320,tốc độ xay yếu ak dù đã ấm nút 2,1
1322,"máy ép mới dùng lần đầu tiên ép tách nước ok, nhưng qua lần thứ 2 trở đi thì ép giống như nước sinh tố, có xác ở trong nước ép",2
1323,máy rất tốt mọi người nên mua nhé,2
1324,"máy êm, ép nhanh lắm nha",1
1325,sản phẩm rất tốt,2
1326,sản phẩm chất lượng,1
1327,rất ok,2
1330,máy ép tốt mạnh xài trong gia đình cũng vừa nhưng chưa ép khô nước lắm lấy xác trái cây ra hơi cực xíu,2
1331,ép tầm 780 nước,1
1334,tạm ổn sủ dụng nhu cầu gia đình ép vẫn hơi bã chưa kiệt 810,2
1335,nhanh dễ vệ sinh,1
1337,máy chạy tốt có điều chỗ lưỡi dao chùi rửa khó khăn,2
1338,sản phẩm đúng như mô tả máy chạy êm ahgói hàng chắc chắn ship cực nhanh .,1
1339,máy ép bưởi và thơm không ra hết nc. chỉ đạt khoảng 70 thôi.,0
1340,máy xịn giá rẻ,2
1341,nước ép ngon nhưng khâu mở ra để vệ sinh hơi mệt,2
1342,dùng ổn trong tầm giá đơn giản gọn nhẹ,2
1344,máy em rất tốt.và ép rất nhẹ,2
1345,máy dùng tốt lắm,2
1346,"mới dùng có 4 lần cũng ổn, máy chạy êm, cảm ơn điện máy xanh...7",2
1348,may ép trái cây philip rất tốt,2
1350,máy ép tốt mạnh xài trong gia đình cũng vừa nhưng chưa ép khô nước lắm lấy xác trái cây ra hơi cực xíu,2
1351,ép tầm 780 nước,1
1354,tạm ổn sủ dụng nhu cầu gia đình ép vẫn hơi bã chưa kiệt 810,2
1355,nhanh dễ vệ sinh,1
1357,máy chạy tốt có điều chỗ lưỡi dao chùi rửa khó khăn,2
1358,sản phẩm đúng như mô tả máy chạy êm ahgói hàng chắc chắn ship cực nhanh .,1
1359,máy ép bưởi và thơm không ra hết nc. chỉ đạt khoảng 70 thôi.,0
1360,máy xịn giá rẻ,2
1361,nước ép ngon nhưng khâu mở ra để vệ sinh hơi mệt,2
1362,dùng ổn trong tầm giá đơn giản gọn nhẹ,2
1364,"máy chạy khoẻ rất tốt, nhưng bã vắt chưa kiệt, lọc cũng không sạch còn bã lợn cợn trong nước.",0
1365,số sử dụng tốt. tiếng ồn nhẹ,2
1367,nó vẫn chưa mạnh lắm,1
1368,sản phẩm sử dụng tốt,2
1369,với mục đích sd trong gia đình máy như vậy là khá ổn quay đều lovj bã tương đối,2
1370,"nhân viên nhiệt tình,sản phẩm rất tốt",2
1371,nhân viên nhiệt tình,2
1372,máy ép dùng tốt na,2
1373,rất tốt,2
1374,"xem mn đánh giá cũng hơi lung lay, trước có mua máy xay cầm tay cũng của phillip và cũng mua ở điện máy xanh xài tới giờ chưa thấy hư hao gì, vẫn tin tưởng hàng phillip và điện máy xanh, chốt luôn. tất nhiên là không 100 đâu, ép ổi mà cứ như ép cà chua ak, máy mạnh ép nhanh mà được cũng cỡ 85 ak, mua được giảm còn dưới 1tr, giá này quá ok",0
1375,"mẫu mã đẹp, chất lượng tốt, giao hàng đúng hẹn",2
1376,"ép không kiệt nước, phễu mới ép lần đầu đã mòn, ví dụ ép cóc",0
1377,"máy chạy rất mạnh nhe . mua 1 cái rồi thấy ok , đặt thêm 1 cái cho bà chị",2
1378,ép rất tốt. dành cho kinh doanh nhỏ hoặc sài gia đình là quá ok,2
1381,máy dùng ổn định,2
1382,tốt giao hàng nhanh nhân viên giao hàng dễ thương,2
1383,sản phẩm tốt,2
1384,bình thường,1
1387,ép trái cây ok ép cà rốt củ quá còn cặn nhiều,2
1388,hài lòng nhé shop,2
1390,ép 1ly vài lý thì ok. mà ép nhiều hơn tí thì xác nó hơi lẩn lộn vào nc,2
1393,dễ sử dụng,1
1395,hàng giao đúng hẹn. sản phẩm xài rất ok. máy mạnh và êm. rất tiện cho gd nhỏ như mh,2
1396,rất đáng tiền,1
1398,"máy ép 0k lắm ,mọi người có thể mua dùng thử nhé",1
1399,"nhân viên tư vấn và giao hàng rất thân thiện và nhiệt tình,sản phẩm rất ok,tôi đã giới thiệu cho 1 vài người bạn.",2
1400,"rất tốt , nên mua",2
1401,mua rồi mà không tìm được thông tin bảo hành của máy trên trang điện máy xanh,0
1402,máy hơi nhỏ,1
1403,chưa được như mong đợi.,1
1404,máy ép không mịn...lẫn bã nhiều...lợn cợn..sẽ không bao giờ mua lại,0
1406,ép trái cây không sạch nước,0
1407,xài ok ạ,2
1408,"đã sử dụng máy xay sinh tố hiệu phillips nhiều năm rồi, chất lượng ok nay mình dùng ép trái cây philips, tg chưa bao lâu, nhưng tg chắc sẽ bền với thương hiệu !",2
1409,khi hoạt động chân máy không cố định. chạy lung tung. chán. không hài lòng,0
1412,máy chạy tốt,2
1415,"dùng chán lắm, thấy hối hận khi mua rồi. nếu xác định mua ép hoa quả nên mua ép chậm thì mới ra nước, chứ máy này đơn giản chỉ là nghiền nát thôi chứ không ra nước mấy đâu",0
1416,cũng được. gọn gàng,1
1417,đạt như mong muốn,1
1418,chưa xài lâu chưa biết,1
1419,rat hài lòng,2
1420,máy ép ok,2
1421,nhân viên giao hàng đúng hẹn,1
1422,tiện và nhanh lắm,1
1423,máy hoạt động rất êm xay rất mịn ép nước sạch nhân viên giao hàng chỉ dẫn rõ ràng,1
1424,máy ép không mịn...lẫn bã nhiều...lợn cợn..sẽ không bao giờ mua lại,0
1426,ép trái cây không sạch nước,0
1427,xài ok ạ,2
1428,"đã sử dụng máy xay sinh tố hiệu phillips nhiều năm rồi, chất lượng ok nay mình dùng ép trái cây philips, tg chưa bao lâu, nhưng tg chắc sẽ bền với thương hiệu !",2
1429,khi hoạt động chân máy không cố định. chạy lung tung. chán. không hài lòng,0
1432,máy chạy tốt,2
1435,"dùng chán lắm, thấy hối hận khi mua rồi. nếu xác định mua ép hoa quả nên mua ép chậm thì mới ra nước, chứ máy này đơn giản chỉ là nghiền nát thôi chứ không ra nước mấy đâu",0
1436,cũng được. gọn gàng,1
1437,đạt như mong muốn,1
1438,chưa xài lâu chưa biết,1
1439,rat hài lòng,2
1440,máy ép ok,2
1441,nhân viên giao hàng đúng hẹn,1
1443,máy chạy tốt,2
1445,"trái cây phai sắc nhỏ ra mới ép được nha,em nhanh nen không ép được hết nước,nói chung tạm được",0
1447,máy ép nhanh êm,1
1448,vắt vẫn còn nhiều nước. máy kiu to,1
1450,rất tốt,2
1451,máy tốt. nên mua,2
1452,"máy ép nhanh mạnh, dễ vsinh",1
1453,rất tốt,2
1454,hài lòng,2
1455,máy ép tốt nên mua,2
1456,"không vắt hết nước, kiểu như máy xay sinh tố vậy, không nên mua",0
1457,sài ok.,2
1459,"máy gọn nhẹ , công suất ép nhanh",1
1460,minh rất tin tưởng khi mua sản phẩm của bạn,1
1461,bình thuong,1
1463,máy sử dụng tốt. moi người nên mua,2
1465,máy chạy mạnh,1
1466,ép nhanh. khô bã và kiệt nước. rất ổn và tin tưởng sp điện máy xanh.,2
1468,"vì quá tin tưởng vào thương hiệu phillip nên đã mua chiếc máy này mà bỏ qua việc nghiên cứu review trên mạng. kết quả là máy đã dùng được vài lần và đang vứt xó vì quá tệ. khay chứa bã thì lõng bõng nước. cốc chứa nước ép thì chỉ láng đáy, ít một cách thảm hại. quá thất vọng. mọi cân nhắc kỹ trước khi mua!",0
1471,3 sao,1
1472,chua mua thì chưa biết mua rùi thì chán,1
1475,tuyệt vời lắm ạ,2
1476,ép được nhiều loại trái cây,1
1478,"máy khoẻ, dùng ok",2
1480,máy chạy rất êm,1
1481,máy ép khoẻ.mình chỉ không thích 1điều là phần lọc không sạch bã,0
1483,máy ép còn quá nhiều nước trong xác trái cây,1
1484,sp ép dk 70,1
1485,"nhìn hình mình nghĩ máy to, nhận hàng thì giống máy mini, vì mình mở quán, dùng khá nhiều nên máy cũng có dấu hiệu rồi, dù mới gần 1 tuần, nên mini chỉ hợp với gia đình, nên đến cửa hàng để xem thực tế, đừng mua online như mình",1
1486,sản phẩm ok,2
1487,sản phẩm tốt,2
1488,máy sử dụng tốt. ép kiệt tầm 80 thôi,2
1490,sản phấm ok,2
1491,ep tốt,2
1492,tốt trong tầm giá,2
1493,"thấy ổn áp lắm nhưng lọc hơi ít kĩ, có lợn cợn bã trong nước cũng tầm 15. bã sau khi xay thì cũng khá khô nhưng chắc ít ráo hơn máy ép chậm, mình hay ra ngoài mua thì thấy quán ép bằng máy ép chậm bã sẽ khô hơn. đánh giá sp này mình nghĩ cũng được 8.510 , so sánh tầm giá tiền hơn triệu thoi thì nên mua dùng máy này.",0
1494,ép xong phải lọc qua rây. xát trái cây đọng lại nhiều,1
1495,"sp ép nhanh, rất nhanh. sẽ giới thiệu bạn bè mua",1
1496,"máy sào ok, mạnh ép trái cây nhanh",2
1498,sản phẩm này tốt,2
1499,tuyệt vời nhé! châm 5,2
1500,máy ép ok!,2
1501,"mua 3 tuần rồi ,ok, có điều ép nhiều thì phải bỏ bớt bã đi ,nếu không bã sẽ lẫn vào nước ép",0
1502,giá rẻ sài ok,2
1503,xài ok,2
1505,máy không ép được kiệt xác,0
1506,"máy vệ sinh dễ dàng, ép xong thấy bã vẫn còn nhiều nước.",1
1507,"máy ép nhanh, tiếng hơi ồn, ép không đk kiệt bã. tuy nhiên với mức giá đó thì chất lượng như vậy chấm ổn.",0
1508,sp dùng tốt,2
1510,máy khoẻ chạy e nhân viên giao hàng đúng giờ thân thiện,1
1511,mới mấy ngày mà không được bảo hành,0
1512,tôi rất hài lòng,2
1513,mình mua máy củ khi điện máy xanh bán cho mình máy không được vệ sinh nên máy không dược sạch . còn máy thì sài ổn,0
1514,ép xong phải lọc qua rây. xát trái cây đọng lại nhiều,1
1515,"sp ép nhanh, rất nhanh. sẽ giới thiệu bạn bè mua",1
1516,"máy sào ok, mạnh ép trái cây nhanh",2
1518,sản phẩm này tốt,2
1519,tuyệt vời nhé! châm 5,2
1520,máy ép ok!,2
1521,"mua 3 tuần rồi ,ok, có điều ép nhiều thì phải bỏ bớt bã đi ,nếu không bã sẽ lẫn vào nước ép",0
1522,giá rẻ sài ok,2
1523,xài ok,2
1525,máy không ép được kiệt xác,0
1526,"máy vệ sinh dễ dàng, ép xong thấy bã vẫn còn nhiều nước.",1
1527,"máy ép nhanh, tiếng hơi ồn, ép không đk kiệt bã. tuy nhiên với mức giá đó thì chất lượng như vậy chấm ổn.",0
1528,sp dùng tốt,2
1530,máy khoẻ chạy e nhân viên giao hàng đúng giờ thân thiện,1
1531,mới mấy ngày mà không được bảo hành,0
1532,tôi rất hài lòng,2
1533,mình mua máy củ khi điện máy xanh bán cho mình máy không được vệ sinh nên máy không dược sạch . còn máy thì sài ổn,0
1534,"máy dòng này làm thủy tinh trông đẹp, máy xay mạnh, xay diếp cá thấy xác khô ráo.",2
1535,"máy chạy tốt, rất hài lòng",2
1536,rat hai long san pham xai ok,2
1539,tốt dễ sử dụng lắp ráp gọn nói chung dễ sử dụng,2
1540,máy chạy rất tốt,2
1541,ép nước nhanh.xac trái cây khô ráo.nhieu nc.rât đáng tiền nên mua,1
1542,máy khỏe.1 điểm trừ là nhiều bọt,1
1543,"giao hàng nhanh, máy tốt",2
1544,may manh như trâu,1
1545,máy quá tốt phục vụ tận tình chu đáo tôi rất ung y,2
1546,còn mới dùng khá hài lòng p vụ cute,2
